date,state_name,totaltestresults,confirmed,recovered,deaths
20200311,Montana,21,0.0,,
20200311,North Carolina,7,7.0,,
20200311,North Dakota,7,0.0,,
20200311,Nebraska,52,5.0,,
20200311,New Hampshire,42,4.0,,
20200311,New Jersey,81,24.0,,1.0
20200311,New Mexico,90,3.0,,
20200311,Nevada,173,5.0,,
20200311,New York,308,216.0,,
20200311,Ohio,25,4.0,,
20200311,Oklahoma,17,2.0,,
20200311,Oregon,305,19.0,,
20200311,Pennsylvania,104,16.0,,
20200311,Rhode Island,99,5.0,,
20200311,South Carolina,41,9.0,,
20200311,South Dakota,18,5.0,,
20200311,Tennessee,57,7.0,,
20200311,Texas,21,21.0,,
20200311,Utah,2,2.0,,
20200311,Virginia,69,9.0,,
20200311,Vermont,63,1.0,,
20200311,Washington,7458,481.0,,40.0
20200311,Wisconsin,46,3.0,,
20200311,West Virginia,3,0.0,,
20200311,Wyoming,0,0.0,,
20200310,Alaska,23,0.0,,0.0
20200310,Alabama,0,0.0,,
20200310,Arkansas,12,0.0,,
20200310,Arizona,57,6.0,,
20200310,California,823,133.0,,
20200310,Colorado,154,12.0,,
20200310,Connecticut,56,2.0,,
20200310,District of Columbia,22,5.0,,
20200310,Delaware,17,0.0,,
20200310,Florida,241,19.0,,
20200310,Georgia,17,17.0,,
20200310,Hawaii,2,2.0,,
20200310,Iowa,40,8.0,,
20200310,Idaho,41,0.0,,
20200310,Illinois,263,19.0,,
20200310,Indiana,36,6.0,,
20200310,Kansas,18,1.0,,
20200310,Kentucky,34,6.0,,
20200310,Louisiana,12,1.0,,
20200310,Maryland,95,6.0,,
20200310,Maine,20,0.0,,
20200310,Michigan,397,358.0,,
20200310,Minnesota,135,3.0,,
20200310,Missouri,1,1.0,,
20200310,Mississippi,0,0.0,,
20200310,Montana,15,0.0,,
20200310,North Carolina,7,7.0,,
20200310,North Dakota,6,0.0,,
20200310,Nebraska,50,3.0,,
20200310,New Hampshire,42,4.0,,
20200310,New Jersey,59,15.0,,
20200310,New Mexico,69,0.0,,
20200310,Nevada,15,1.0,,
20200310,New York,265,173.0,,
20200310,Ohio,17,3.0,,
20200310,Oklahoma,17,2.0,,
20200310,Oregon,228,15.0,,
20200310,Pennsylvania,12,12.0,,
20200310,Rhode Island,61,3.0,,
20200310,South Carolina,31,7.0,,
20200310,South Dakota,11,0.0,,
20200310,Tennessee,7,7.0,,
20200310,Texas,13,13.0,,
20200310,Utah,2,2.0,,
20200310,Virginia,61,8.0,,
20200310,Vermont,41,1.0,,
20200310,Washington,5247,397.0,,37.0
20200310,Wisconsin,38,2.0,,
20200310,West Virginia,2,0.0,,
20200310,Wyoming,0,0.0,,
20200309,Alaska,23,0.0,,0.0
20200309,Alabama,0,0.0,,
20200309,Arkansas,12,0.0,,
20200309,Arizona,49,5.0,,
20200309,California,804,114.0,,
20200309,Colorado,142,9.0,,
20200309,Connecticut,47,1.0,,
20200309,District of Columbia,15,1.0,,
20200309,Delaware,15,0.0,,
20200309,Florida,158,18.0,,
20200309,Georgia,12,12.0,,
20200309,Hawaii,2,2.0,,
20200309,Iowa,29,3.0,,
20200309,Idaho,41,0.0,,
20200309,Illinois,198,7.0,,
20200309,Indiana,2,2.0,,
20200309,Kansas,12,1.0,,
20200309,Kentucky,21,4.0,,
20200309,Louisiana,6,1.0,,
20200309,Maryland,78,5.0,,
20200309,Maine,1,0.0,,
20200309,Michigan,290,254.0,,
20200309,Minnesota,82,2.0,,
20200309,Missouri,1,1.0,,
20200309,Mississippi,0,0.0,,
20200309,Montana,11,0.0,,
20200309,North Carolina,2,2.0,,
20200309,North Dakota,0,0.0,,
20200309,Nebraska,39,3.0,,
20200309,New Hampshire,42,4.0,,
20200309,New Jersey,46,11.0,,
20200309,New Mexico,57,0.0,,
20200309,Nevada,15,1.0,,
20200309,New York,234,142.0,,
20200309,Ohio,14,3.0,,
20200309,Oklahoma,9,1.0,,
20200309,Oregon,179,14.0,,
20200309,Pennsylvania,10,10.0,,
20200309,Rhode Island,33,3.0,,
20200309,South Carolina,31,7.0,,
20200309,South Dakota,5,0.0,,
20200309,Tennessee,3,3.0,,
20200309,Texas,12,12.0,,
20200309,Utah,1,1.0,,
20200309,Virginia,41,3.0,,
20200309,Vermont,35,1.0,,
20200309,Washington,3522,349.0,,35.0
20200309,Wisconsin,37,1.0,,
20200309,West Virginia,2,0.0,,
20200309,Wyoming,0,0.0,,
20200308,Alaska,14,0.0,,0.0
20200308,Alabama,0,0.0,,
20200308,Arkansas,6,0.0,,
20200308,Arizona,49,5.0,,
20200308,California,550,88.0,,
20200308,Colorado,112,8.0,,
20200308,Connecticut,30,1.0,,
20200308,District of Columbia,11,1.0,,
20200308,Delaware,10,0.0,,
20200308,Florida,135,17.0,,
20200308,Georgia,7,7.0,,
20200308,Hawaii,1,1.0,,
20200308,Iowa,15,0.0,,
20200308,Idaho,27,0.0,,
20200308,Illinois,197,6.0,,
20200308,Indiana,2,2.0,,
20200308,Kansas,12,1.0,,
20200308,Kentucky,14,1.0,,
20200308,Louisiana,5,0.0,,
20200308,Maryland,55,3.0,,
20200308,Maine,1,0.0,,
20200308,Michigan,194,168.0,,
20200308,Minnesota,49,1.0,,
20200308,Missouri,1,1.0,,
20200308,Mississippi,0,0.0,,
20200308,Montana,11,0.0,,
20200308,North Carolina,2,2.0,,
20200308,North Dakota,0,0.0,,
20200308,Nebraska,18,1.0,,
20200308,New Hampshire,42,4.0,,
20200308,New Jersey,37,6.0,,
20200308,New Mexico,48,0.0,,
20200308,Nevada,15,1.0,,
20200308,New York,197,105.0,,
20200308,Ohio,10,0.0,,
20200308,Oklahoma,9,1.0,,
20200308,Oregon,114,14.0,,
20200308,Pennsylvania,6,6.0,,
20200308,Rhode Island,33,3.0,,
20200308,South Carolina,10,2.0,,
20200308,South Dakota,5,0.0,,
20200308,Tennessee,3,3.0,,
20200308,Texas,8,8.0,,
20200308,Utah,1,1.0,,
20200308,Virginia,38,2.0,,
20200308,Vermont,29,1.0,,
20200308,Washington,2457,249.0,,31.0
20200308,Wisconsin,32,1.0,,
20200308,West Virginia,2,0.0,,
20200308,Wyoming,0,0.0,,
20200307,Alaska,12,0.0,,0.0
20200307,Alabama,0,0.0,,
20200307,Arkansas,6,0.0,,
20200307,Arizona,49,5.0,,
20200307,California,531,69.0,,
20200307,Colorado,63,8.0,,
20200307,Connecticut,0,0.0,,
20200307,District of Columbia,8,0.0,,
20200307,Delaware,10,0.0,,
20200307,Florida,114,14.0,,
20200307,Georgia,6,6.0,,
20200307,Hawaii,1,1.0,,
20200307,Iowa,15,0.0,,
20200307,Idaho,27,0.0,,
20200307,Illinois,197,6.0,,
20200307,Indiana,1,1.0,,
20200307,Kansas,11,0.0,,
20200307,Kentucky,10,1.0,,
20200307,Louisiana,0,0.0,,
20200307,Maryland,44,3.0,,
20200307,Maine,1,0.0,,
20200307,Michigan,146,128.0,,
20200307,Minnesota,49,1.0,,
20200307,Missouri,0,0.0,,
20200307,Mississippi,0,0.0,,
20200307,Montana,11,0.0,,
20200307,North Carolina,2,2.0,,
20200307,North Dakota,0,0.0,,
20200307,Nebraska,18,1.0,,
20200307,New Hampshire,22,2.0,,
20200307,New Jersey,4,4.0,,
20200307,New Mexico,48,0.0,,
20200307,Nevada,15,1.0,,
20200307,New York,168,76.0,,
20200307,Ohio,9,0.0,,
20200307,Oklahoma,1,1.0,,
20200307,Oregon,84,7.0,,
20200307,Pennsylvania,4,4.0,,
20200307,Rhode Island,32,2.0,,
20200307,South Carolina,10,2.0,,
20200307,South Dakota,5,0.0,,
20200307,Tennessee,1,1.0,,
20200307,Texas,8,8.0,,
20200307,Utah,1,1.0,,
20200307,Virginia,31,0.0,,
20200307,Vermont,16,0.0,,
20200307,Washington,1928,182.0,,27.0
20200307,Wisconsin,32,1.0,,
20200307,West Virginia,2,0.0,,
20200307,Wyoming,0,0.0,,
20200306,Alaska,8,0.0,,0.0
20200306,Arkansas,6,0.0,,
20200306,Arizona,36,3.0,,
20200306,California,522,60.0,,
20200306,Colorado,48,2.0,,
20200306,District of Columbia,8,0.0,,
20200306,Delaware,10,0.0,,
20200306,Florida,64,9.0,,
20200306,Georgia,2,2.0,,
20200306,Iowa,15,0.0,,
20200306,Illinois,185,5.0,,
20200306,Indiana,1,1.0,,
20200306,Kansas,4,0.0,,
20200306,Kentucky,7,0.0,,
20200306,Maryland,29,3.0,,
20200306,Michigan,106,98.0,,
20200306,Minnesota,36,0.0,,
20200306,North Carolina,2,2.0,,
20200306,Nebraska,17,0.0,,
20200306,New Hampshire,22,2.0,,
20200306,New Jersey,1,1.0,,
20200306,New Mexico,16,0.0,,
20200306,Nevada,15,1.0,,
20200306,New York,125,33.0,,
20200306,Ohio,8,0.0,,
20200306,Oregon,67,3.0,,
20200306,Pennsylvania,2,2.0,,
20200306,Rhode Island,20,3.0,,
20200306,South Carolina,5,0.0,,
20200306,Tennessee,1,1.0,,
20200306,Texas,5,5.0,,
20200306,Virginia,21,0.0,,
20200306,Vermont,8,0.0,,
20200306,Washington,1528,150.0,,26.0
20200306,Wisconsin,32,1.0,,
20200306,West Virginia,1,0.0,,
20200305,Arizona,30,2.0,,
20200305,California,515,53.0,,
20200305,Colorado,19,0.0,,
20200305,District of Columbia,6,0.0,,
20200305,Florida,40,9.0,,
20200305,Georgia,2,2.0,,
20200305,Illinois,170,5.0,,
20200305,Maryland,17,0.0,,
20200305,Michigan,80,72.0,,
20200305,North Carolina,1,1.0,,
20200305,Nebraska,17,0.0,,
20200305,New Hampshire,18,2.0,,
20200305,New Jersey,1,1.0,,
20200305,Nevada,15,1.0,,
20200305,New York,98,22.0,,
20200305,Ohio,7,0.0,,
20200305,Oregon,48,3.0,,
20200305,Rhode Island,19,2.0,,
20200305,South Carolina,5,0.0,,
20200305,Tennessee,1,1.0,,
20200305,Texas,1,1.0,,
20200305,Virginia,18,0.0,,
20200305,Washington,1040,97.0,,20.0
20200305,Wisconsin,20,1.0,,
20200304,Arizona,29,2.0,,
20200304,California,515,53.0,,
20200304,Florida,26,2.0,,
20200304,Georgia,2,2.0,,
20200304,Illinois,128,4.0,,
20200304,Michigan,52,52.0,,
20200304,North Carolina,1,1.0,,
20200304,New Hampshire,12,2.0,,
20200304,New York,54,6.0,,
20200304,Oregon,32,3.0,,
20200304,Rhode Island,13,2.0,,
20200304,South Carolina,5,0.0,,
20200304,Texas,1,1.0,,
20200304,Washington,707,76.0,,16.0
20200304,Wisconsin,20,1.0,,
20200303,Michigan,34,34.0,,
20200303,Rhode Island,8,2.0,,
20200303,Washington,485,58.0,,14.0
20200302,Michigan,18,18.0,,
20200302,Rhode Island,1,1.0,,
20200302,Washington,263,34.0,,11.0
20200301,Michigan,9,9.0,,
20200301,Rhode Island,1,1.0,,
20200301,Washington,111,30.0,,8.0
20200229,Washington,41,18.0,,5.0
20200228,Washington,9,9.0,,4.0
20200227,Washington,2,2.0,,2.0
20200226,Washington,2,2.0,,2.0
20200225,Washington,2,2.0,,
20200224,Washington,2,2.0,,
20200223,Washington,2,2.0,,
20200222,Washington,2,2.0,,
20200221,Washington,2,2.0,,
20200220,Washington,2,2.0,,
20200219,Washington,2,2.0,,
20200218,Washington,2,2.0,,
20200217,Washington,2,2.0,,
20200216,Washington,2,2.0,,
20200215,Washington,2,2.0,,
20200214,Washington,2,2.0,,
20200213,Washington,2,2.0,,
20200212,Washington,2,2.0,,
20200211,Washington,2,2.0,,
20200210,Washington,2,2.0,,
20200209,Washington,2,2.0,,
20200208,Washington,2,2.0,,
20200207,Washington,2,2.0,,
20200206,Washington,1,1.0,,
20200205,Washington,1,1.0,,
20200204,Washington,1,1.0,,
20200203,Washington,1,1.0,,
20200202,Washington,1,1.0,,
20200201,Washington,1,1.0,,
20200131,Washington,1,1.0,,
20200130,Washington,1,1.0,,
20200129,Washington,1,1.0,,
20200128,Washington,1,1.0,,
20200127,Washington,1,1.0,,
20200126,Washington,1,1.0,,
20200125,Washington,1,1.0,,
20200124,Washington,1,1.0,,
20200123,Washington,1,1.0,,
20200122,Washington,1,1.0,,
